importance,author,title,table_name,keywords,Left/Right,Name,Broadman Area,t,X(R),Y(A),Z(S),z-score,NV,p value,cluster size
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Left,Superior/Middle Frontal Gyrus,,,-26,32,48,3.23,290.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Left,Superior/Middle Frontal Gyrus,,,-18,28,58,3.14,290.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Right,Nucleus Accumbens (NAcc),,,8,18,-4,3.32,284.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Dorsal Medial Prefrontal Cortex,,,6,40,38,3.59,511.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Dorsal Medial Prefrontal Cortex,,,4,52,28,3.25,511.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Dorsal Medial Prefrontal Cortex,,,6,50,48,3.23,511.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Thalamus,,,-4,-2,2,3.6,411.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Thalamus,,,2,-12,10,3.11,411.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Calcarine/Left Cerebellum,,,4,-90,-4,3.33,1036.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Calcarine/Left Cerebellum,,,-10,-84,-38,3.31,1036.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Calcarine/Left Cerebellum,,,-22,-78,-20,3.21,1036.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Right,Middle Temporal Gyrus,,,66,-32,-4,3.19,291.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,,ACC/VMPFC,,,-2,40,8,3.56,815.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,,ACC/VMPFC,,,0,48,-14,3.46,815.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,,ACC/VMPFC,,,0,58,-4,3.42,815.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Left,lateral Orbital Frontal Gyrus,,,-52,42,-4,3.74,793.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Left,Superior/Middle Frontal Gyrus,,,-22,32,44,3.52,676.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Left,Superior/Middle Frontal Gyrus,,,-16,54,34,3.13,676.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Left,Superior/Middle Frontal Gyrus,,,-14,20,54,3.06,676.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Left,Nucleus Accumbens (NAcc),,,-20,12,-12,3.86,1040.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Left,Nucleus Accumbens (NAcc),,,-10,16,-6,3.75,1040.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Right,Nucleus Accumbens (NAcc),,,8,18,-4,3.6,575.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Right,Nucleus Accumbens (NAcc),,,20,12,-10,3.35,575.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Left,angular gyrus/middle occipital gyrus/superior occipital gyrus,,,-44,-78,34,3.62,1259.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Left,angular gyrus/middle occipital gyrus/superior occipital gyrus,,,-46,-66,24,3.41,1259.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Left,angular gyrus/middle occipital gyrus/superior occipital gyrus,,,-18,-54,68,3.36,1259.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Left,angular gyrus/middle occipital gyrus/superior occipital gyrus,,,-46,-56,58,3.31,1259.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Right,Angular Gyrus /middle occipital gyrus,,,-76,32,44,4.4,764.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Right,Angular Gyrus /middle occipital gyrus,,,32,-62,36,3.25,764.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,,Posterior Cingulate Cortex,,,-6,-46,30,4.07,3527.0,0.05,
+,Xue et al,Table S4 - Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Foci of activation for Win minus Loss domains across both Risky and Safe choices,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Right,Precuneus,,,6,-46,68,3.46,378.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S6 - Foci of regions showing significant positive correlation between individual risk preference and activation in Win vs. Loss contrast,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Ventral MPFC,,,-14,50,-2,3.68,30.0,0.001,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S6 - Foci of regions showing significant positive correlation between individual risk preference and activation in Win vs. Loss contrast,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Left,Angular Gyrus,,,-46,-74,32,4.38,54.0,0.001,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S6 - Foci of regions showing significant positive correlation between individual risk preference and activation in Win vs. Loss contrast,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Left,Angular Gyrus,,,-40,-60,40,3.28,20.0,0.001,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S6 - Foci of regions showing significant positive correlation between individual risk preference and activation in Win vs. Loss contrast,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Left,Middle Temporal Gyrus,,,-44,-66,18,4.09,40.0,0.001,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S6 - Foci of regions showing significant positive correlation between individual risk preference and activation in Win vs. Loss contrast,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Right,Middle Frontal Gyrus,,,26,28,38,4.36,36.0,0.001,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S6 - Foci of regions showing significant positive correlation between individual risk preference and activation in Win vs. Loss contrast,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Left,Inferior Parietal Lobule,,,-56,-54,46,4.39,28.0,0.001,
