importance,author,title,table_name,contrast,keywords,Name,Left/Right,Broadman Area,X(R),Y(A),Z(S),z-score,subjects,cluster size,p value,t,NV
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,SPL (superior parietal gyrus),R,,12,-63,60,5.83,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,SPL (superior parietal gyrus),R,,18,-72,51,6.09,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,IPS (postcentral gyrus to superior occipital gyrus),R,,39,-42,51,6.14,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,IPS (postcentral gyrus to superior occipital gyrus),R,,27,-54,45,4.94,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,IPS (postcentral gyrus to superior occipital gyrus),R,,27,-57,60,4.71,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,IPS (postcentral gyrus to superior occipital gyrus),R,,15,-60,54,5.67,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,IPS (postcentral gyrus to superior occipital gyrus),R,,27,-66,39,4.27,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,IPS (postcentral gyrus to superior occipital gyrus),R,,24,-72,39,5.97,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,IPS (postcentral gyrus to superior occipital gyrus),R,,33,-81,24,5.07,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,SPL (superior parietal gyrus),L,,-21,-63,54,5.24,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,SPL (superior parietal gyrus),L,,-12,-72,45,5.98,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,IPS (superior parietal lobule to superior occipital gyrus),L,,-15,-60,54,5.09,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,IPS (superior parietal lobule to superior occipital gyrus),L,,-18,-75,42,6.25,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,IPS (superior parietal lobule to superior occipital gyrus),L,,-30,-78,30,5.9,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,IPS (superior parietal lobule to superior occipital gyrus),L,,-39,-75,27,4.9,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,IPS (superior parietal lobule to superior occipital gyrus),L,,-33,-81,27,5.68,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,IPS (superior parietal lobule to superior occipital gyrus),L,,-33,-84,21,5.93,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,IPL (supramarginal gyrus),L,,-39,-48,33,4.27,10,78.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,PMC/PFC (precentral sulcus/superior frontal sulcus),R,,30,6,57,4.27,10,24.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,PMC/PFC (precentral sulcus/superior frontal sulcus),L,,-27,0,57,6.16,10,149.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,PMC/PFC (precentral sulcus/superior frontal sulcus),L,,-42,-3,42,5.11,10,149.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,visual (middle occipital gyrus),R,,48,-69,-3,4.34,10,72.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,visual (middle occipital gyrus and collateral sulcus),L,,-45,-78,-3,6.12,10,109.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,visual (middle occipital gyrus and collateral sulcus),L,,-45,-69,-9,5.7,10,109.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,visual (middle occipital gyrus and collateral sulcus),L,,-48,-57,-9,5.4,10,109.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,Brainstem,,,-6,-21,-9,4.21,10,19.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 2-1 Differential Brain Activations to Precues and Retrocues,precue > retrocue,fMRI; working memory; decision making; talairach; visual spatial cue; precue;experimental task,IPTO (posterior angular gyrus),R,,33,-87,15,4.24,10,62.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 2-1 Differential Brain Activations to Precues and Retrocues,precue > retrocue,fMRI; working memory; decision making; talairach; visual spatial cue; precue;experimental task,IPTO (posterior angular gyrus),R,,33,-78,15,3.9,10,62.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 2-1 Differential Brain Activations to Precues and Retrocues,precue > retrocue,fMRI; working memory; decision making; talairach; visual spatial cue; precue;experimental task,IPTO (posterior angular gyrus),R,,39,-72,18,3.87,10,62.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 2-2 Differential Brain Activations to Precues and Retrocues,retrocue > precue,fMRI; working memory; decision making; talairach; visual spatial cue;retrocue;experimental task,Med SPL (precuneus),,,3,-69,51,4.89,10,21.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 2-2 Differential Brain Activations to Precues and Retrocues,retrocue > precue,fMRI; working memory; decision making; talairach; visual spatial cue;retrocue;experimental task,IPS,R,,36,-57,42,3.29,10,25.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 2-2 Differential Brain Activations to Precues and Retrocues,retrocue > precue,fMRI; working memory; decision making; talairach; visual spatial cue;retrocue;experimental task,IPS,R,,33,-57,57,4.19,10,25.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 2-2 Differential Brain Activations to Precues and Retrocues,retrocue > precue,fMRI; working memory; decision making; talairach; visual spatial cue;retrocue;experimental task,IPS,L,,-36,-63,51,4.2,10,16.0,,,
