importance,author,title,table_name,contrast,keywords,Name,Left/Right,Broadman Area,X(R),Y(A),Z(S),z-score,subjects,cluster size,p value,t,NV,index_col,MNIX,MNIY,MNIZ,TALX,TALY,TALZ,significance
+BA,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Sub Dif - string difference,sub-dif > baseline,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,post central gyrus,left,1/2/3,-63,-18,23,,12,20.0,0.001,,,1798,-65.982,-16.298,23.707,-63.0,-18.0,23.0,0.001
+BA,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Sub Dif - string difference,sub-dif > baseline,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,superior temporal gyrus,left,22,51,5,-9,,12,115.0,0.001,,,1799,55.483,6.011,-15.246,51.0,5.0,-9.0,0.001
+BA,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Sub Dif - string difference,sub-dif > baseline,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,superior temporal gyrus,right,22,-46,13,-6,,12,185.0,0.001,,,1800,-48.178,14.106,-11.388,-46.0,13.0,-6.0,0.001
+BA,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Sub Dif - string difference,sub-dif > baseline,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,inferior temporal gyrus,left,20,-48,-22,-16,,12,28.0,0.001,,,1801,-50.26,-23.773,-19.34,-48.0,-22.0,-16.0,0.001
+BA,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Sub Dif - string difference,sub-dif > baseline,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,middle temporal gyrus,left,21/37,-48,-37,-2,,12,65.0,0.001,,,1802,-50.085,-38.434,-2.5,-48.0,-37.0,-2.0,0.001
+BA,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Sub Dif - string difference,sub-dif > baseline,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,fusiform gyrus,left,37,-55,-49,-16,,12,23.0,0.001,,,1803,-57.633,-52.367,-16.857,-55.0,-49.0,-16.0,0.001
+BA,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Sub Dif - string difference,sub-dif > baseline,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,middle frontal gyrus,right,9/46/10,53,18,40,,12,87.0,0.001,,,1804,57.973,23.967,37.864,53.0,18.0,40.0,0.001
+BA,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Sub Dif - string difference,sub-dif > baseline,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,middle frontal gyrus,right,,53,32,15,,12,57.0,0.001,,,1805,57.711,36.63,8.926,53.0,32.0,15.0,0.001
+BA,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Sub Dif - string difference,sub-dif > baseline,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,middle frontal gyrus,right,,42,55,8,,12,55.0,0.001,,,1806,45.808,60.28,-0.728,42.0,55.0,8.0,0.001
+BA,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Sub Dif - string difference,sub-dif > baseline,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,middle frontal gyrus,left,9/10,-51,12,40,,12,114.0,0.001,,,1807,-53.138,16.957,39.729,-51.0,12.0,40.0,0.001
+BA,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Sub Dif - string difference,sub-dif > baseline,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,middle frontal gyrus,left,9/10,-36,36,13,,12,134.0,0.001,,,1808,-37.427,40.118,7.495,-36.0,36.0,13.0,0.001
+BA,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Sub Dif - string difference,sub-dif > baseline,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,inferior frontal gyrus,left,44,-59,16,18,,12,52.0,0.001,,,1809,-61.884,19.251,15.102,-59.0,16.0,18.0,0.001
+BA,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Sub Dif - string difference,sub-dif > baseline,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,precentral gyrus,left,4/6,36,-2,44,,12,32.0,0.001,,,1810,39.919,3.053,44.287,36.0,-2.0,44.0,0.001
+BA,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Sub Dif - string difference,sub-dif > baseline,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,cerebellum,,,34,-63,-19,,12,662.0,0.001,,,1811,37.503,-66.858,-20.08,34.0,-63.0,-19.0,0.001
+BA,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Sub Dif - string difference,sub-dif > baseline,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,cerebellum,,,-38,-63,-19,,12,242.0,0.001,,,1812,-39.436,-67.319,-19.158,-38.0,-63.0,-19.0,0.001
+,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Frame Dif - frames with strings from different families,sub-dif > frame-dif,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,superior  parietal  lobule/precuneus,right,7,24,-71,48,,12,137.0,0.001,,,1813,27.402,-69.642,54.988,24.0,-71.0,48.0,0.001
+,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Frame Dif - frames with strings from different families,sub-dif > frame-dif,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,superior  parietal  lobule/precuneus,right,7,32,-60,49,,12,29.0,0.001,,,1814,35.916,-57.874,55.018,32.0,-60.0,49.0,0.001
+,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Frame Dif - frames with strings from different families,sub-dif > frame-dif,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,inferior parietal lobule,right,40,63,-32,20,,12,22.0,0.001,,,1815,68.692,-30.552,20.009,63.0,-32.0,20.0,0.001
+,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Frame Dif - frames with strings from different families,sub-dif > frame-dif,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,superior parietal lobule/precuneus,left,7,-20,-64,49,,12,56.0,0.001,,,1816,-19.636,-62.436,56.039,-20.0,-64.0,49.0,0.001
+,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Frame Dif - frames with strings from different families,sub-dif > frame-dif,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,inferior parietal lobule,left,40,-30,-47,32,,12,18.0,0.001,,,1817,-30.529,-45.981,35.825,-30.0,-47.0,32.0,0.001
+,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Frame Dif - frames with strings from different families,sub-dif > frame-dif,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,supra marginal gyrus,left,40,-40,-55,34,,12,31.0,0.001,,,1818,-41.167,-54.333,38.878,-40.0,-55.0,34.0,0.001
+,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Frame Dif - frames with strings from different families,sub-dif > frame-dif,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,angular gyrus,left,39,-22,-62,34,,12,71.0,0.001,,,1819,-21.905,-61.619,39.268,-22.0,-62.0,34.0,0.001
+,Reilhac et al,Role of the superior parietal lobules in letter-identity processing within strings FMRI evidence from skilled and dyslexicreaders,Table 2-1 Cerebral regions activated during the letter string comparis on task for the substitution condition relative to baseline - Frame Dif - frames with strings from different families,sub-dif > frame-dif,fMRI; working memory; decision making; talairach; reading; visual word recognition;Sub-Dif; perceptual matching task,fusiform gyrus,left,21,-36,-11,-21,,12,18.0,0.001,,,1820,-37.521,-12.493,-26.008,-36.0,-11.0,-21.0,0.001
