importance,author,title,table_name,contrast,keywords,Left/Right,Name,X(R),Y(A),Z(S),NV,t,subjects,Broadman Area,cluster size,z-score,p value
+,Smith et al,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task",Table 2 - Regions showing greater BOLD for high-magnitude rather than low-magnitude selections,high reward > low reward,fMRI; reward magnitude; anticipation phase; decision making; monetary reward; talairach; gambling,R,Insula,38.0,-7,-5.0,,,25,,460.0,,0.001
+,Smith et al,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task",Table 2 - Regions showing greater BOLD for high-magnitude rather than low-magnitude selections,high reward > low reward,fMRI; reward magnitude; anticipation phase; decision making; monetary reward; talairach; gambling,R,Globus pallidus,23.0,-14,-10.0,,,25,,288.0,,0.001
+,Smith et al,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task",Table 2 - Regions showing greater BOLD for high-magnitude rather than low-magnitude selections,high reward > low reward,fMRI; reward magnitude; anticipation phase; decision making; monetary reward; talairach; gambling,R,Amygdalab,22.0,-5,-15.0,,,25,,547.0,,0.001
+,Smith et al,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task",Table 2 - Regions showing greater BOLD for high-magnitude rather than low-magnitude selections,high reward > low reward,fMRI; reward magnitude; anticipation phase; decision making; monetary reward; talairach; gambling,L,Substantia nigra,-16.0,-18,-7.0,,,25,,240.0,,0.001
+,Smith et al,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task",Table 2 - Regions showing greater BOLD for high-magnitude rather than low-magnitude selections,high reward > low reward,fMRI; reward magnitude; anticipation phase; decision making; monetary reward; talairach; gambling,L,Amygdala,-23.0,-6,-13.0,,,25,,349.0,,0.005
+,Smith et al,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task",Table 3-1 - Regions showing greater BOLD for low vs. high-probability selections,low probability > high probability,fMRI; reward magnitude; anticipation phase; decision making; monetary reward; talairach; gambling,R,Cingulate gyrus,1.0,21,45.0,,,25,32,3918.0,,0.005
+,Smith et al,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task",Table 3-1 - Regions showing greater BOLD for low vs. high-probability selections,low probability > high probability,fMRI; reward magnitude; anticipation phase; decision making; monetary reward; talairach; gambling,L,Middle frontal gyrus,-34.0,29,42.0,,,25,8/9,569.0,,0.005
+,Smith et al,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task",Table 3-2 - Regions showing greater BOLD for risky vs safe selections,risk > safe,fMRI; reward magnitude; anticipation phase; decision making; monetary reward; talairach; gambling,L,Cingulate gyrusa,-4.0,22,44.0,,,25,32,278.0,,0.005
+,Smith et al,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task",Table 3-2 - Regions showing greater BOLD for risky vs safe selections,risk > safe,fMRI; reward magnitude; anticipation phase; decision making; monetary reward; talairach; gambling,R,Intraparietal lobulea,-55.0,-46,40.0,,,25,40,177.0,,0.005
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,NAcc,9.0,15,-1.0,,,32,,451.0,7.01,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,thalamus,3.0,-17,12.0,,,32,,,6.92,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,L,NAcc,-9.0,9,0.0,,,32,,,6.84,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,inferior middle occipital lobe,24.0,-89,18.0,,,32,18/19,417.0,7.21,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,L,inferior middle occipital lobe,-21.0,-90,10.0,,,32,18/19,102.0,7.23,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,inferior frontal gyrus,33.0,26,-9.0,,,32,47,17.0,5.06,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,L,precuneus,-12.0,-65,34.0,,,32,7,15.0,5.7,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,inferior middle occipital lobe,24.0,-90,16.0,,,32,18/19,91.0,5.67,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,NAcc,9.0,15,-1.0,,,32,,69.0,6.24,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,anterior cingulum,15.0,32,-4.0,,,32,,,5.73,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,caudate,15.0,-2,17.0,,,32,,,5.44,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,L,NAcc,-9.0,12,-1.0,,,32,,58.0,6.23,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,cuneus,12.0,-69,15.0,,,32,18,27.0,5.97,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,superior occipital gyrus,39.0,-77,26.0,,,32,39,14.0,5.63,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,L,amygdala,-21.0,2,-10.0,,,32,,13.0,5.64,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,L,thalamus,-3.0,32,2.0,,,32,,405.0,5.78,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,thalamus,3.0,-17,12.0,,,32,,,4.73,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,L,putamen,-21.0,11,-6.0,,,32,,,4.52,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,L,inferior middle occipital lobe,-21.0,-90,10.0,,,32,18/19,112.0,5.56,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,L,(dorsal) anterior cingulum,-6.0,28,26.0,,,32,,110.0,5.33,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,(dorsal) anterior cingulum,0.0,19,32.0,,,32,,,4.03,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,NAcc,15.0,9,5.0,,,32,,108.0,4.73,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,putamen,18.0,-2,11.0,,,32,,,3.99,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,inferior middle occipital lobe,21.0,-90,10.0,,,32,18/19,98.0,4.73,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,cuneus,12.0,-72,15.0,,,32,18,89.0,4.07,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,(ventral) anterior cingulum,3.0,49,-13.0,,,32,,65.0,4.76,
+,Spreckelmeyer et al,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women,Table 1-1 Brain regions showing proportional activation to increasing anticipated reward,high reward > low reward,fMRI; reward value; anticipation phase; monetary reward; MID; talairach,R,posterior cingulum,21.0,-52,5.0,,,32,30,22.0,4.04,
