importance,author,title,table_name,keywords,Left/Right,Name,Broadman Area,t,X(R),Y(A),Z(S),z-score,NV,p value,cluster size
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Precuneus,19,,-26,-82,36,3.39,,,620
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Precuneus,7,,-26,-68,24,3.16,,,620
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Posterior Cingulate,31,,-28,-70,20,3.08,,,620
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Superior Occipital Gyrus,19,,-34,-86,24,2.87,,,620
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive,Left,superior temporal sulcus,,,-60,-45,9,5.94,,0.05,39.0
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive,Left,superior temporal sulcus,,,-48,-42,3,4.95,,0.05,
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive,Right,superior temporal sulcus,,,54,-48,27,5.2,,0.05,7.0
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive,Right,superior temporal sulcus,,,51,-21,-6,5.48,,0.05,6.0
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive,Left,Posterior OFC (inferior frontal gyrus),,,-36,21,-24,5.66,,0.05,34.0
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive,Left,Posterior OFC (inferior frontal gyrus),,,-51,24,-6,5.09,,0.05,
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive,,Paracingulate cortex/medial prefrontal cortex,,,0,51,18,5.65,,0.05,155.0
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive,,Paracingulate cortex/medial prefrontal cortex,,,-6,60,15,5.49,,0.05,
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive,,Paracingulate cortex/medial prefrontal cortex,,,3,54,30,5.18,,0.05,
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive,Left,Superior frontal gyrus,,,-9,27,60,5.59,,0.05,9.0
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive,Left,Superior frontal gyrus,,,-18,54,39,5.15,,0.05,9.0
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive,Left,Superior frontal gyrus,,,-18,45,42,5.09,,0.05,
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive,,Anterior cingulate,,,3,36,9,5.45,,0.05,9.0
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive,,Posterior cingulate,,,0,-18,39,5.15,,0.05,10.0
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive,Right,Inferior temporal cortex,,,54,0,-36,5.04,,0.05,6.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S1 - Foci of regions modulated by the experienced risk in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Dorsal Medial Prefrontal Cortex,,,4,48,26,3.59,438.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S1 - Foci of regions modulated by the experienced risk in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Dorsal Medial Prefrontal Cortex,,,2,52,30,3.57,438.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S1 - Foci of regions modulated by the experienced risk in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Dorsal Medial Prefrontal Cortex,,,4,50,12,3.2,438.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S1 - Foci of regions modulated by the experienced risk in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Thalamus,,,-2,-2,4,3.29,297.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S1 - Foci of regions modulated by the experienced risk in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Right,supramarginal gyrus/inferior parietal lobule,,,54,-42,34,3.2,329.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S1 - Foci of regions modulated by the experienced risk in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Right,supramarginal gyrus/inferior parietal lobule,,,54,-50,46,3.08,329.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,,ACC/VMPFC/left LOFC,,,0,58,-6,3.74,1401.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,,ACC/VMPFC/left LOFC,,,-34,56,-14,3.65,1401.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,,ACC/VMPFC/left LOFC,,,-2,42,8,3.2,1401.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,,Posterior Cingulate Cortex,,,0,-36,26,3.66,1072.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Left,Nucleus Accumbens (NAcc),,,-20,12,-12,3.65,729.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Left,Nucleus Accumbens (NAcc),,,-16,6,-18,3.31,729.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Left,Posterior middle temporal gyrus/angular gyrus/superior occipital gyrus,,,-52,-64,20,3.15,431.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Left,Posterior middle temporal gyrus/angular gyrus/superior occipital gyrus,,,-30,-78,44,3.12,431.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Left,Superior/Middle Frontal Gyrus,,,-26,32,48,3.23,290.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Left,Superior/Middle Frontal Gyrus,,,-18,28,58,3.14,290.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Right,Nucleus Accumbens (NAcc),,,8,18,-4,3.32,284.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Dorsal Medial Prefrontal Cortex,,,6,40,38,3.59,511.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Dorsal Medial Prefrontal Cortex,,,4,52,28,3.25,511.0,0.05,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,,Dorsal Medial Prefrontal Cortex,,,6,50,48,3.23,511.0,0.05,
